episode_number,title,url,date,topic,description
164,"Salt, Light, and Complaining",https://www.desiringgod.org/interviews/salt-light-and-complaining,2013-09-03,Identity in Christ,"Pastor John explains how complaining not only diminishes the light of God’s power and goodness, but also the light of his reward for his children."
163,What My Complaining Says About God,https://www.desiringgod.org/interviews/what-my-complaining-says-about-god,2013-09-02,Sanctification & Growth,"Complaining snuffs out the light that believers hold — the light of God’s goodness, his power, and his wisdom in the midst of a dark world."
162,Do Promises in the Psalms Apply to Me?,https://www.desiringgod.org/interviews/do-promises-in-the-psalms-apply-to-me,2013-08-30,The Bible,"Some psalms relate to specific events in the life of David or Israel, so how should Christians take the promises in those psalms?"
161,Why Evangelicals Go Catholic,https://www.desiringgod.org/interviews/why-evangelicals-go-catholic,2013-08-29,General Theology,"Pastor John identifies some of the reasons why evangelicals go to the Catholic Church, along with some of the issues with Catholic teaching."
160,Is Abortion Like the Holocaust?,https://www.desiringgod.org/interviews/is-abortion-like-the-holocaust,2013-08-28,Abortion,"Pastor John discusses the similarities and differences between the Holocaust and abortion, ending with this certainty: God will settle every account."
159,What Is Gossip?,https://www.desiringgod.org/interviews/what-is-gossip,2013-08-27,The Power & Effects of Sin,Gossip springs up from a proud and negative heart that hides beneath a veneer of concern and love.
158,John Piper’s Testimony,https://www.desiringgod.org/interviews/john-pipers-testimony,2013-08-26,The Grace of God,"Pastor John shares the story of his testimony. He can’t remember it, yet it is still amazing."
157,What Is Legalism?,https://www.desiringgod.org/interviews/what-is-legalism,2013-08-23,Sanctification & Growth,The word “legalism” is not found in the Bible. So what do people mean when they contrast legalism with the gospel?
156,Women As Ministers?,https://www.desiringgod.org/interviews/women-as-ministers,2013-08-22,Women,God equips women to minister mightily in this world. Pastor John clarifies 1 Timothy 2 and calls women to endless possibilities.
155,Does God Remember Our Sins or Forget Them?,https://www.desiringgod.org/interviews/does-god-remember-our-sins-or-forget-them,2013-08-21,Justification,Pastor John examines how God can both remember and forget sins according to what will work the most for our good.
154,Why Is My Evangelism at Work So Lame?,https://www.desiringgod.org/interviews/why-is-my-evangelism-at-work-so-lame,2013-08-20,Evangelism,"It is difficult, even strange, to turn workplace conversations from football and fashion to the gospel. How then should believers approach evangelism at work?"
153,What Does It Mean to Be Made in God’s Image?,https://www.desiringgod.org/interviews/what-does-it-mean-to-be-made-in-gods-image,2013-08-19,General Theology,"Sin defaces the image of God, but it doesn’t destroy it. Pastor John explains what it means to be made in the image of God in this age of redemption."
152,Battling Jealousy,https://www.desiringgod.org/interviews/battling-jealousy,2013-08-16,Killing Sin,"The jealousy of God is both righteous and loving; often, our jealousy is sinful and selfish. How can Christians distinguish these jealousies?"
151,Battling Envy,https://www.desiringgod.org/interviews/battling-envy,2013-08-15,Killing Sin,"Envy rises up out of a resentful, discontent hearts. Therefore, trust in God’s goodness is the believer’s secret weapon in the battle against envy."
150,How Does the Spirit Testify I’m Saved?,https://www.desiringgod.org/interviews/how-does-the-spirit-testify-im-saved,2013-08-14,Sexual Purity,The Holy Spirit testifies that believers are God’s children by working good fruit in their lives and a cry in their hearts: “Father! Lord!”
149,My Husband Is Okay with Racy Scenes — I Hate It,https://www.desiringgod.org/interviews/my-husband-is-okay-with-racy-scenes-i-hate-it,2013-08-13,The Power & Effects of Sin,"Behind sexual scenes in entertainment swirls a sea of lust, adultery, and hate — sexual sin that killed Jesus, and that Jesus died to kill."
148,When a Christian Won’t Repent from Sexual Sin,https://www.desiringgod.org/interviews/when-a-christian-wont-repent-from-sexual-sin,2013-08-12,Church Membership,The four steps of biblical discipline are designed to keep the church holy and pure while it loves the unrepentant back to Jesus.
147,Is It Selfish to Pray for Joy?,https://www.desiringgod.org/interviews/is-it-selfish-to-pray-for-joy,2013-08-09,Christian Hedonism,Pastor John defines selfishness and discusses the holy pursuit for joy in prayers.
146,God’s Fame and Global Missions,https://www.desiringgod.org/interviews/gods-fame-and-global-missions,2013-08-08,World Missions,"Pastor John talks about God’s plan to take his glory to the nations, the spreading of his name."
145,Am I Lukewarm?,https://www.desiringgod.org/interviews/am-i-lukewarm,2013-08-07,Sanctification & Growth,Self-satisfied hearts that don’t see their desperate need for the all-satisfying Christ are the seedbed for lukewarm Christianity.
144,What Advice Would You Give Newly Married John Piper?,https://www.desiringgod.org/interviews/what-advice-would-you-give-newly-married-john-piper,2013-08-06,Marriage,Many of us marry with little idea of the gifts and hardships ahead. So what would Pastor John tell his newly married self?
143,"Work Like an Arminian, Sleep Like a Calvinist?",https://www.desiringgod.org/interviews/work-like-an-arminian-sleep-like-a-calvinist,2013-08-05,Calvinism,"Work, play, and sleep like a Calvinist — outproduce, outplay, and outdream everyone by trusting in your sovereign God."
142,Avoiding Ministry Burnout,https://www.desiringgod.org/interviews/avoiding-ministry-burnout,2013-08-02,Pastoral Ministry,"Pastor John shares eight practical counsels to avoid ministry burnout, starting with, “Love what you do.”"
141,Help! I’m Addicted to Lying,https://www.desiringgod.org/interviews/help-im-addicted-to-lying,2013-08-01,The Power & Effects of Sin,"When a lie would win approval and favor from others, a Christian’s truth-telling hinges on contentment in the approval and favor of God."
140,"God Loves the Sinner, But Hates the Sin?",https://www.desiringgod.org/interviews/god-loves-the-sinner-but-hates-the-sin,2013-07-30,The Love of God,"If we don’t understand that God finds us hateful and loathsome in our sin, we won’t be as stunned by the depth of his love for us."
139,How Do I Know I’m Saved?,https://www.desiringgod.org/interviews/how-do-i-know-im-saved,2013-07-29,Assurance of Salvation,Believers know their own sin all too well. How can they know they are saved? Pastor John offers encouragement for those struggling with assurance.
138,Slavery and Jonathan Edwards,https://www.desiringgod.org/interviews/slavery-and-jonathan-edwards,2013-07-26,Jonathan Edwards,"Though a great thinker, Jonathan Edwards was blind on the issue of slavery. Pastor John offers five sobering responses to those who read him."
137,Is Discouragement a Sin?,https://www.desiringgod.org/interviews/is-discouragement-a-sin,2013-07-25,Indwelling Sin,"The Bible accommodates strong, godly emotions, but how do we know when godly anger or discouragement has become sinful?"
136,God Does Make Much of Us,https://www.desiringgod.org/interviews/god-does-makes-much-of-us,2013-07-23,Christian Hedonism,"Pastor John explains how God actually does make much of us, so that we might make much of him."
135,"Childlike, Not Childish",https://www.desiringgod.org/interviews/childlike-not-childish,2013-07-22,Sanctification & Growth,How can Christians pursue a childlike faith while growing mature in their thinking like the Bible commands?
134,Can I Say ‘God Loves You’ to Unbelievers?,https://www.desiringgod.org/interviews/can-i-say-god-loves-you-to-unbelievers,2013-07-19,The Love of God,"Although God loves his people with a special, electing love, he loves all people by freely offering his Son for them to receive."
133,"If God Is Happy, Why Does He Seem Angry?",https://www.desiringgod.org/interviews/if-god-is-happy-why-does-he-seem-angry,2013-07-18,Christian Hedonism,"God delights in all of his works in the grand scope of God’s redemptive plan. But in the day-to-day sins and struggles of his image-bearers, God grieves."
132,What Is Evil?,https://www.desiringgod.org/interviews/what-is-evil,2013-07-16,The Fall,"The heart of evil lies in its desire for other things above God. When evil looks out at all that is, it chooses creation over Creator."
131,Bible Memory as Ministry to Others,https://www.desiringgod.org/interviews/bible-memory-as-ministry-to-others,2013-07-15,Bible Memory,"By memorizing and reciting Scripture before others, believers become emissaries of grace who make mundane moments explode with significance."
130,"I’ve Sinned Horribly, Is There Any Hope?",https://www.desiringgod.org/interviews/ive-sinned-horribly-is-there-any-hope,2013-07-12,The Grace of God,"Pastor John walks through Psalm 107 to call Christians who have sinned grievously and foolishly to cry out to the God of steadfast, enduring love."
129,On Ghostwriters,https://www.desiringgod.org/interviews/on-ghostwriters,2013-07-11,Spiritual Leadership,Properly attributing people's work is a matter of honesty. God wants us to give credit where it's due.
128,How Do I Delight Myself in the Lord?,https://www.desiringgod.org/interviews/how-do-i-delight-myself-in-the-lord,2013-07-09,Christian Hedonism,Delight in God as most admirable. Delight in God as Savior and friend. Delight in God through his gifts. And you will delight yourself in the Lord.
127,Advice for Better Bible Reading,https://www.desiringgod.org/interviews/advice-for-better-bible-reading,2013-07-08,Bible Reading,"If you struggle in your Bible reading, Pastor John commends copying down the Scriptures each day and gives four reasons why."
126,Mealtime Prayers: Impromptu or Memorized?,https://www.desiringgod.org/interviews/mealtime-prayers-impromptu-or-memorized,2013-07-05,Prayer,"Spontaneous and memorized prayers teach families important aspects of a real, dynamic relationship with God."
125,Patriotism and the Christian,https://www.desiringgod.org/interviews/patriotism-and-the-christian,2013-07-04,General Theology,"God’s people are Christians before they are patriots, but they still work for the good of their homelands."
124,Mealtime Prayers: Necessary or Optional?,https://www.desiringgod.org/interviews/mealtime-prayers-necessary-or-optional,2013-07-02,Prayer,"Prayers at meals, even when we don't feel like making them, form soul-nourishing habits of joy that can pass from generation to generation."
123,How Food and Sex Are Made Holy,https://www.desiringgod.org/interviews/how-food-and-sex-are-made-holy,2013-07-01,Pursuit of Holiness,Food and sex easily turn from gifts into gods. Pastor John encourages believers to dethrone false gods by thanking the true God for his gifts.
122,Is My Boyfriend’s Porn a Marriage Deal-Breaker?,https://www.desiringgod.org/interviews/is-my-boyfriends-porn-a-marriage-deal-breaker,2013-06-28,Dating & Singleness,Porn ravages souls. Porn demeans women. Porn destroys love. So should porn use be a marriage deal-breaker?
121,"Suffering, Sacrifice, and Christian Hedonism",https://www.desiringgod.org/interviews/suffering-sacrifice-and-christian-hedonism,2013-06-27,Christian Hedonism,"Christian hedonism does not ignore pain for the sake of joy. Rather, it exclaims that God is satisfying enough to give you joy in the midst of pain."
120,Does Christian Hedonism Make Joy an Idol?,https://www.desiringgod.org/interviews/does-christian-hedonism-make-joy-an-idol,2013-06-26,Christian Hedonism,"Don’t delight in delight, glorify God by rejoicing in him, and three more safeguards against idolizing joy for Christian Hedonists."
119,What Does It Mean to Be Dead to the World?,https://www.desiringgod.org/interviews/what-does-it-mean-to-be-dead-to-the-world,2013-06-25,Sanctification & Growth,"Jesus surpasses whatever good the world has to offer. So rather than worship those good things, disciples of Jesus receive them as gifts."
118,Is the 40-Minute Sermon Passé?,https://www.desiringgod.org/interviews/is-the-40-minute-sermon-passe,2013-06-24,Preaching & Teaching,"Some tire of listening to sermons, as though they were lectures. But a preacher is not a professor, but a herald of God, proclaiming the good news to the church."
117,The Joy of Calvinism and the Fight for Joy,https://www.desiringgod.org/interviews/the-joy-of-calvinism-and-the-fight-for-joy,2013-06-21,Christian Hedonism,God’s sovereign working in the gospel assures his people that no hardship is wasted and no wrongdoing will slip by unnoticed. He will settle every account.
116,God’s Joy and the Joy of the Calvinist,https://www.desiringgod.org/interviews/gods-joy-and-the-joy-of-the-calvinist,2013-06-20,Christian Hedonism,"God’s joy in himself bears up his self-sufficient, sovereign work in the world. Pastor John unpacks God’s infinite, trinitarian joy."
115,Why Is Interracial Marriage Such a Hot Topic?,https://www.desiringgod.org/interviews/why-is-interracial-marriage-such-a-hot-topic,2013-06-19,Race & Ethnic Harmony,"Christians celebrate interracial marriage, but black-white marriage especially touches sensitive cultural nerves. Pastor John identifies five of them."
114,Tornados and Twitter Timing,https://www.desiringgod.org/interviews/tornados-and-twitter-timing,2013-06-18,The Sovereignty of God,"In light of two regrettable tweets, Pastor John shares the lessons he learned about how, when, and where to speak online."
113,Natural Disasters and Pastoral Ministry,https://www.desiringgod.org/interviews/natural-disasters-and-pastoral-ministry,2013-06-17,Pastoral Ministry,"When catastrophes hit, pastors should lead their churches toward a healthy response — filled with mourning and worship."
112,Adjusting to Life in the Country,https://www.desiringgod.org/interviews/adjusting-to-life-in-the-country,2013-06-14,Ministry,"While God calls us to spend most of our time in the thick of regular life and ministry, occasional retreats are good for refreshing the soul."
111,Our Move to Tennessee and New Projects,https://www.desiringgod.org/interviews/our-move-to-tennessee-and-new-projects,2013-06-13,Ministry,Pastor John reflects on his move to Tennessee — both his motives for moving and the projects he hopes to accomplish while living there.
110,Why Eternal Security Needs Community,https://www.desiringgod.org/interviews/why-eternal-security-needs-community,2013-06-12,Perseverance of the Saints,Eternal life is sure for the bride of Christ. But prayers and exhortations of Christian community may be the very means God uses to preserve his people.
109,For Christian Loners,https://www.desiringgod.org/interviews/for-christian-loners,2013-06-11,Sanctification & Growth,Pastor John encourages Christian loners — even those who have been hurt by the church — to pursue God in Christ-exalting friendships.
108,Affections and Emotions,https://www.desiringgod.org/interviews/affections-and-emotions,2013-06-10,General Theology,"Our affections move us to not only eat, but savor; not only avoid what is evil, but despise it; not only sing by rote, but worship God with delight."
107,Who Has Been Most Influential in Your Life?,https://www.desiringgod.org/interviews/who-has-been-most-influential-in-your-life,2013-06-07,Education & Ministry,Pastor John shares his personal list of influencers — people who contributed significantly to shaping his mind.
106,How Evangelistic Should Sundays Be?,https://www.desiringgod.org/interviews/how-evangelistic-should-sundays-be,2013-06-06,Church Issues,The one gospel does two things: It feeds the saints week by week and it calls unbelievers to repent and believe in Jesus for salvation.
105,Personal Comfort in God’s Sovereignty Over Evil,https://www.desiringgod.org/interviews/personal-comfort-in-gods-sovereignty-over-evil,2013-06-05,The Sovereignty of God,"If God is absent, life is meaningless; if he is helpless, we have no hope. But if he is sovereign, he works even evil for the good of his children."
104,Can God Ordain Evil Without Being Evil?,https://www.desiringgod.org/interviews/can-god-ordain-evil-without-being-evil,2013-06-04,The Sovereignty of God,"If no single evil act falls outside of God’s control, how can God be completely good?"
103,On Pastors Who Use Churches as Studios,https://www.desiringgod.org/interviews/on-pastors-who-use-churches-as-studios,2013-06-03,Pastoral Ministry,"God may choose to extend the influence of a pastor beyond the church doors, but his call remains the same: Faithfully feed your flock."
102,Can a Born-Again Christian Lose Salvation?,https://www.desiringgod.org/interviews/can-a-born-again-christian-lose-salvation,2013-05-31,Perseverance of the Saints,"A born-again person cannot be unborn again. If God has called you by name, he is faithful to keep you until the end."
101,Is Jeremiah 29:11 a Promise to Christians?,https://www.desiringgod.org/interviews/is-jeremiah-29-11-a-promise-to-christians,2013-05-30,The Grace of God,"If the promise in Jeremiah 29:11 was made to exiles in Babylon, what business do Christians have claiming it for themselves?"
100,Boundaries for Non-Christian Friendships,https://www.desiringgod.org/interviews/boundaries-for-non-christian-friendships,2013-05-28,Sanctification & Growth,"In their friendships with non-Christians, are believers loving and transforming, or conforming and being transformed?"
99,"Stranded on a Desert Island, What Books Do You Bring?",https://www.desiringgod.org/interviews/stranded-on-a-desert-island-what-books-do-you-bring,2013-05-27,Sanctification & Growth,What three books would you want with you if you were stranded on a desert island? Pastor John shares his three picks.
98,Can a White Woman Marry a Black Man?,https://www.desiringgod.org/interviews/can-a-white-woman-marry-a-black-man,2013-05-24,Race & Ethnic Harmony,God does not restrict believers from marrying someone with a different skin color. He only requires that they be a Christ-follower.
97,On Cussing,https://www.desiringgod.org/interviews/on-cussing,2013-05-23,Sanctification & Growth,"If you feel tempted to cuss, ask, “Is it going to build this person up? Will it make them stronger? Will it make Christ more beautiful in their eyes?”"
96,Will World History Become the Ballad of Eternity?,https://www.desiringgod.org/interviews/will-world-history-become-the-ballad-of-eternity,2013-05-22,Glorification,God does not intend for us to forget about our earthly lives when we enter heaven. We will be singing about the trophies of his grace for all eternity.
95,Encouragement for Ordinary Pastors,https://www.desiringgod.org/interviews/encouragement-for-ordinary-pastors,2013-05-21,Church Issues,"A local pastor does not need to compete with Tim Keller, John Piper, and Matt Chandler. He simply needs to faithfully expound the Bible to his people."
94,Do Online Sermons Undermine Local Churches?,https://www.desiringgod.org/interviews/do-online-sermons-undermine-local-churches,2013-05-20,Church Issues,The internet has flooded believers with solid biblical content. But it can never replace a pastor whom God has called to shepherd a local church.
93,What Does Opposition to Chris Broussard Tell Us?,https://www.desiringgod.org/interviews/what-does-opposition-to-chris-broussard-tell-us,2013-05-17,Homosexuality,"Although more people will abandon and defile the truth as the end approaches, God may still bring a mighty outpouring of his grace before Christ returns."
92,Was Chris Broussard Right?,https://www.desiringgod.org/interviews/was-chris-broussard-right,2013-05-16,Homosexuality,God will condemn homosexual practice just as he does thievery and greed. All our broken desires deserve God’s wrath as their punishment.
91,Facing Death Faithfully,https://www.desiringgod.org/interviews/facing-death-faithfully,2013-05-15,The Unwasted Life,"When death draws near, God’s word assures believers that God will not withhold any good from them, even when it feels they are losing so much."
90,A Mother’s Role in Raising Boys,https://www.desiringgod.org/interviews/a-mothers-role-in-raising-boys,2013-05-14,Parenting,"Moms, don’t assume that only dad can show their son what it means to be a man. Moms have a unique role in helping sons grasp manhood."
89,Choosing a Seminary,https://www.desiringgod.org/interviews/choosing-a-seminary,2013-05-13,Spiritual Leadership,Faculty matters more than buildings when you are deciding what seminary to attend. You need to find a place where everyone cherishes the Bible.
88,Was C.S. Lewis a Christian Hedonist?,https://www.desiringgod.org/interviews/was-c-s-lewis-a-christian-hedonist,2013-05-10,Christian Hedonism,"Lewis has helped Pastor John shape what he calls Christian Hedonism, but does he believe that C.S. Lewis was himself a Christian Hedonist?"
87,Appreciating Creation While Anticipating New Creation,https://www.desiringgod.org/interviews/appreciating-creation-while-anticipating-new-creation,2013-05-09,Life of Worship,C.S. Lewis can help us see the beauty of the creation around us because he knew that this beauty points us to the more satisfying Creator.
86,How Did Lewis Prepare You for Edwards?,https://www.desiringgod.org/interviews/how-did-lewis-prepare-you-for-edwards,2013-05-08,Biography,C.S. Lewis build conceptual categories for John Piper. Jonathan Edwards set the content on fire with Bible.
85,How Do You Process Public Tragedy?,https://www.desiringgod.org/interviews/how-do-you-process-public-tragedy,2013-05-07,Suffering,"God’s sovereign ability to stop tragedies never undoes our calling to weep with those who weep, to help however we can, and to lament the evil in it all."
84,"How Far Is Too Far Before Marriage, Spiritually and Emotionally?",https://www.desiringgod.org/interviews/how-far-is-too-far-before-marriage-spiritually-and-emotionally,2013-05-06,Dating & Singleness,"Couples often set physical boundaries, but overlook the spiritual and emotional lines we cross in relationships. How, then, can we guard ourselves from going too far before marriage?"
83,How Has C. S. Lewis Influenced You?,https://www.desiringgod.org/interviews/how-has-c-s-lewis-influenced-you,2013-05-03,Biography,Lewis awakened a teenage pastor John to the wonder of the world. He taught him that rigorous logic and romantic language can go together.
82,When Did You First Meet C.S. Lewis?,https://www.desiringgod.org/interviews/when-did-you-first-meet-c-s-lewis,2013-05-02,Biography,"C.S. Lewis has made a lasting impact on pastor John because of his ability to be lucid, logical, illuminating, large-hearted, and joyfully longing."
81,Why Host a Conference on C. S. Lewis?,https://www.desiringgod.org/interviews/why-host-a-conference-on-c-s-lewis,2013-05-01,Biography,"C.S. Lewis’s writing has continued to affect millions today, but should we ever host an entire Christian conference focused on a person other than Christ?"
80,How to Handle Panhandlers,https://www.desiringgod.org/interviews/how-to-handle-panhandlers,2013-04-30,Poverty,"The Bible calls believers to give to the one who begs, but how can we obey this commandment without being ripped off or feeding someone’s bad habits?"
79,How to Fight Laziness,https://www.desiringgod.org/interviews/how-to-fight-laziness,2013-04-29,Sanctification & Growth,"Hard work is not a consequence of the fall, but a gift. If we are going to fight laziness, we need to develop a good theology of work."
78,When Jehovah’s Witnesses Knock at Your Door,https://www.desiringgod.org/interviews/when-jehovahs-witnesses-knock-at-your-door,2013-04-26,Cults & The Occult,Christians and Jehovah’s Witnesses have major differences that we can’t ignore when they visit. But how can you love them well if you don’t have time to debate?
77,Christians and Marijuana,https://www.desiringgod.org/interviews/christians-and-marijuana,2013-04-25,Social Issues,"Marijuana continues to become legal in more and more states. As the drug becomes more common, how should we think about it from a biblical worldview?"
76,The Power to Conquer Selfishness,https://www.desiringgod.org/interviews/the-power-to-conquer-selfishness,2013-04-24,Pride & Humility,"Anyone can use their power to command others, but there is a unique greatness and power found in those who chose to serve through Christ."
75,Reflections on His Last Sermon As Pastor,https://www.desiringgod.org/interviews/reflections-on-his-last-sermon-as-pastor,2013-04-23,Education & Ministry,"As Pastor John preached his farewell sermon, he wanted to point Bethlehem to the great shepherd who would be with them long after he was gone."
74,How Are Teachers Judged More Strictly?,https://www.desiringgod.org/interviews/how-are-teachers-judged-more-strictly,2013-04-22,Preaching & Teaching,"Because teachers have been given more, God will hold them more accountable. He will judge them on how they used the opportunity they were given."
73,How Far Is Too Far Before Marriage?,https://www.desiringgod.org/interviews/how-far-is-too-far-before-marriage,2013-04-19,Sexual Purity,"God designed sex to bring joy, and he reserved this gift for marriage. How can we guard ourselves to avoid awakening sexual feelings outside marriage?"
72,What Is the Purpose of Fasting?,https://www.desiringgod.org/interviews/what-is-the-purpose-of-fasting,2013-04-18,Fasting,"Fasting only adds to our hunger for God. Through fasting, we put our stomach where our hearts are to give added intensity to our ache for Jesus."
71,Do Christians and Muslims Worship the Same Deity?,https://www.desiringgod.org/interviews/do-christians-and-muslims-worship-the-same-deity,2013-04-17,World Religions,Pastor John explains why Muslims do not worship the God of the Bible.
70,Was Jesus for Real?,https://www.desiringgod.org/interviews/was-jesus-for-real,2013-04-16,The Supremacy of Christ,How can we be sure that Jesus is who he said he is? Can we have any assurance the Jesus we read about in the Bible is real?
69,Is Jesus the Only Way to Be Saved?,https://www.desiringgod.org/interviews/is-jesus-the-only-way-to-be-saved,2013-04-15,The Supremacy of Christ,"It might feel unloving to say that Jesus is the only way, but it would be even more unloving not to."
68,What Do You Think of Your Influence on Christian Hip Hop?,https://www.desiringgod.org/interviews/what-do-you-think-of-your-influence-on-christian-hip-hop,2013-04-12,Truth,"At least twelve rap songs have been directly influenced by Pastor John, how does he feel about this legacy?"
67,The Parent’s Role in a Child’s Gender Development,https://www.desiringgod.org/interviews/the-parents-role-in-a-childs-gender-development,2013-04-11,Parenting,God calls parents to love their children enough to shape them into future men and women. But how much influence should a parent have?
66,Wimpy Theology Makes Wimpy Women,https://www.desiringgod.org/interviews/wimpy-theology-makes-wimpy-women,2013-04-10,Women,"Pastors and husbands reject complementarity when they cripple women by not encouraging them to study, mediate, and ponder deeply."
65,What Is “Strong Feminine Womanhood?”,https://www.desiringgod.org/interviews/what-is-strong-feminine-womanhood,2013-04-09,Manhood & Womanhood,A hope-filled woman finds her strength in the God who comforts her as she finds shelter in him.
64,"Advice for Discouraged, Unemployed College Grads",https://www.desiringgod.org/interviews/advice-for-discouraged-unemployed-college-grads,2013-04-08,Wisdom,Worried about where you will work? God’s mercy finds us even when the job search leaves us defeated.
63,How Do Believers Exceed the Works of Jesus?,https://www.desiringgod.org/interviews/how-do-believers-exceed-the-works-of-jesus,2013-04-05,Ministry,"Jesus promised that we would do greater works than he did. What does that mean, and have you done any?"
62,Fasting from Twitter and Facebook,https://www.desiringgod.org/interviews/fasting-from-twitter-and-facebook,2013-04-04,Sanctification & Growth,Social media can reveal how much we love to be known and liked. It’s one mirror revealing our fear of man.
61,Twitter Goals and “Humble Brags”,https://www.desiringgod.org/interviews/twitter-goals-and-humble-brags,2013-04-03,Pride & Humility,"How should believers use social media? In a world that loves broadcasting selfies and counting retweets, we must find better ways to tweet."
60,How Can We Serve One Another in Battling Lust?,https://www.desiringgod.org/interviews/how-can-we-serve-one-another-in-battling-lust,2013-04-02,Sexual Purity,Lust is serious enough to take extreme measures to put to death. This applies not only to our own efforts but also to the efforts of accountability partners.
59,Living Easter Sunday’s Victory on Monday Morning,https://www.desiringgod.org/interviews/living-easter-sundays-victory-on-monday-morning,2013-04-01,Sanctification & Growth,"If the realities of Monday morning threaten the joys we found on Easter Sunday, we haven’t realized promises given to us at the cross."
58,What Makes Easter So Special?,https://www.desiringgod.org/interviews/what-makes-easter-so-special,2013-03-29,The Resurrection of Christ,What we celebrate on Easter is the foundational hinge of Christianity.
56,Do You Use Bible Commentaries Written by Women?,https://www.desiringgod.org/interviews/do-you-use-bible-commentaries-written-by-women,2013-03-27,Preaching & Teaching,Does a pastor’s use of a female-authored commentary put him in opposition to Paul’s instruction that women should not teach or have authority over men in the church?
55,How Do I Know If I Love the Gifts More Than the Giver?,https://www.desiringgod.org/interviews/how-do-i-know-if-i-love-the-gifts-more-than-the-giver,2013-03-26,The Glory of God,The possibility of turning God’s gifts into idols is a result of sin. But this doesn’t mean we should reject the gifts.
54,How Jesus’s Glory Drives Creative Communication,https://www.desiringgod.org/interviews/how-jesuss-glory-drives-creative-communication,2013-03-25,Preaching & Teaching,"It is foolish and prideful to believe we can save anyone with the words we choose. But God chooses to save through “the word of Christ,” so how should we think about the language we use?"
53,Can We Reconcile Creation and Evolution?,https://www.desiringgod.org/interviews/can-we-reconcile-creation-and-evolution,2013-03-22,Creation,Is it possible to combine evolution with Christianity? Should we even try?
52,How Does It Glorify God to Predestine People to Hell?,https://www.desiringgod.org/interviews/how-does-it-glorify-god-to-predestine-people-to-hell,2013-03-21,The Glory of God,"In the final judgment, God’s justice will be fully vindicated, his grace and mercy will be underlined, and our worship will be intensified."
51,My Faith Is Driving My Family Away — What Do I Do?,https://www.desiringgod.org/interviews/my-faith-is-driving-my-family-away-what-do-i-do,2013-03-20,Family,The tension arising from believing the gospel in an unbelieving family can be severe. Pastor John has this to say to Christians feeling the pain of family division because of their faith.
50,Does It Bother You People Are Entertained by Your Gestures?,https://www.desiringgod.org/interviews/does-it-bother-you-people-are-entertained-by-your-gestures,2013-03-19,Preaching & Teaching,What is Pastor John's response to people who are amused by his movement and gestures behind the pulpit?
49,What’s with All the Preaching Gestures?,https://www.desiringgod.org/interviews/whats-with-all-the-preaching-gestures,2013-03-18,Preaching & Teaching,"Pastor John is well-known for his movements behind the pulpit. What role do those gestures play in preaching, and how much thought goes into them?"
48,Do You Ever Doubt God’s Existence?,https://www.desiringgod.org/interviews/do-you-ever-doubt-gods-existence,2013-03-15,General Theology,"The more we consider the world around us and the Jesus of our Bibles, the more we can see that God is real."
47,Why No Pastor Lives Up to What He Preaches,https://www.desiringgod.org/interviews/why-no-pastor-lives-up-to-what-he-preaches,2013-03-14,Preaching & Teaching,"If a pastor is preaching properly, he will regularly fall short of his own preaching. How can pastors avoid becoming overwhelmed by this reality?"
46,Care for Couples Struggling with Infertility,https://www.desiringgod.org/interviews/care-for-couples-struggling-with-infertility,2013-03-13,Children,What might be said to couples dealing with the deep pain of childlessness? Pastor John identifies some pillars of hope for those grieving over infertility.
45,How Do I Know If I’m Being Disciplined by God?,https://www.desiringgod.org/interviews/how-do-i-know-if-im-being-disciplined-by-god,2013-03-12,The Love of God,"God’s discipline could come through suffering or a cool breeze on a sunny day. If God’s discipline comes in various forms, how can we know if we’re being disciplined?"
44,What Oppressive Governments Cannot Do,https://www.desiringgod.org/interviews/what-oppressive-governments-cannot-do,2013-03-11,Government,"Paul wrote that “rulers are not a terror to good conduct, but to bad.” But rulers sentenced Jesus to death, so how should we understand Paul’s words?"
43,Does Romans 13 Prohibit All Civil Disobedience?,https://www.desiringgod.org/interviews/does-romans-13-prohibit-all-civil-disobedience,2013-03-08,Government,Paul says to submit to the government God has established. Does this include evil and unjust governments?
42,Biblical Womanhood in Five Minutes,https://www.desiringgod.org/interviews/biblical-womanhood-in-five-minutes,2013-03-07,Manhood & Womanhood,What does it mean to be a woman? Here are four ways the Bible defines womanhood.
41,What’s the Connection Between IQ and Holiness?,https://www.desiringgod.org/interviews/whats-the-connection-between-iq-and-holiness,2013-03-06,Life of the Mind,The Bible requires us to use our minds to grow in holiness. Does this mean that smarter people have a leg up on holiness?
40,Do You Conduct Funerals for Non-Christians?,https://www.desiringgod.org/interviews/do-you-conduct-funerals-for-non-christians,2013-03-05,Death & Dying,Christian pastors should never conduct a generic funeral for unbelievers. There is always something hopeful for us to say at funerals.
39,How Can I Help My Friends Stay Satisfied in God?,https://www.desiringgod.org/interviews/how-can-i-help-my-friends-stay-satisfied-in-god,2013-03-04,Friendship,"Christians help their friends be satisfied in Christ by speaking God's promises to each other, and by filling our own wells of joy in God."
38,"God Hears My Prayers, So Why Should I Pray for Things Twice?",https://www.desiringgod.org/interviews/god-hears-my-prayers-so-why-should-i-pray-for-things-twice,2013-03-01,Prayer,"Jesus tells us to repeat our prayers with persistence, but he also says that God disregards vain repetition. So how do we know when to repeat ourselves?"
